Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
5025,0,0,1,-2,2,-1,-2,0,0,0,-1,-3,2,3,-2,3,-2,-1,0,0,0,-2,0,0,1,-1,-1,0,-1,-2,0,0,2,0,-2,-2,-1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,0,-2,0,1,0,-1,2,1,1,ISFP
5026,0,0,2,-2,1,1,2,0,0,0,0,0,0,-1,0,-1,2,2,2,-1,0,-3,-1,1,1,1,-1,0,1,-1,-1,0,-2,0,0,-1,-1,1,-1,1,0,-2,0,-1,2,0,-2,0,1,0,0,0,2,0,0,0,0,-2,-1,2,ESTP
5027,0,0,-1,-2,1,-2,1,0,2,0,-1,-2,-1,3,0,0,-1,-2,0,3,0,-2,1,0,2,2,-1,0,-3,1,-3,0,0,0,1,-2,-1,1,-1,0,1,3,0,0,-1,0,3,0,0,0,0,0,0,0,2,0,0,2,1,1,ISFJ
5028,0,0,1,0,-1,-1,-1,0,-1,0,1,2,1,-2,1,0,0,0,-2,1,0,2,0,0,0,-1,0,0,0,-1,0,0,1,0,-1,-1,-1,-2,1,-2,1,1,0,-1,1,1,1,0,-3,1,0,0,1,0,1,-1,0,1,1,-1,INFP
5029,0,0,1,-1,1,0,-1,0,0,0,1,-3,2,-3,1,0,-1,3,-1,-1,0,-3,0,0,-1,2,0,0,3,-3,-3,0,-3,0,1,1,1,1,-2,1,-3,2,-1,0,2,-1,-1,0,0,0,-1,0,0,0,3,0,0,1,1,-3,ISFP
5030,0,0,0,-1,1,2,1,0,2,0,0,0,2,0,1,1,-2,-1,1,2,0,0,0,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,-1,2,0,0,0,0,-1,0,1,0,1,0,-1,-1,0,0,-2,0,3,0,0,-2,-1,3,ISTP
5031,1,0,1,-1,1,1,0,0,0,1,-2,1,1,2,-1,0,-1,3,1,2,0,-1,0,0,-2,1,0,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-2,0,3,0,0,0,0,-1,INFJ
5032,0,0,-1,-1,0,2,0,0,0,0,-2,0,1,2,0,2,1,1,3,-2,0,-1,0,0,1,1,-3,0,0,-1,0,0,1,0,0,-1,-1,2,0,-1,1,0,-1,2,-2,0,0,0,0,0,0,0,1,1,0,0,0,-1,-2,-2,ENFJ
5033,0,0,0,2,1,1,0,0,1,0,2,0,2,0,-1,1,1,2,-1,2,-1,-1,0,0,1,-1,-1,0,2,1,-1,0,1,0,0,1,-2,0,-1,1,3,-2,-2,1,-2,1,-2,0,1,0,0,0,-1,0,2,0,0,1,0,0,ESFJ
5034,0,0,1,-3,-1,-2,-1,0,1,0,1,-3,0,0,0,2,-2,1,-1,0,0,-1,0,0,1,2,2,1,0,-1,0,0,2,0,-3,-2,3,1,-1,3,2,2,2,2,1,0,-2,0,3,0,0,0,-1,0,0,0,0,-1,2,-1,ESFJ
5035,0,0,0,2,0,2,1,1,2,0,-1,2,-1,1,1,-1,-1,1,-1,2,0,-1,0,0,-2,0,0,0,1,1,-1,0,-3,0,1,2,1,-2,1,0,1,-1,0,1,-1,0,-1,0,1,0,0,0,2,0,2,0,0,0,-2,0,ESTJ
5036,0,0,3,-3,-1,-1,-3,0,-1,0,-1,3,3,-1,-1,1,3,2,-1,1,0,-1,1,0,2,1,-1,0,1,1,-1,0,-2,1,-1,0,0,-3,0,2,0,0,3,1,-1,0,2,0,-2,0,0,0,-1,0,0,0,0,1,-3,-3,ENFP
5037,0,0,0,0,1,-2,-3,1,0,0,0,0,-1,3,-1,-1,3,-3,0,0,0,0,0,-1,-2,1,1,0,2,-2,2,0,-1,-1,1,0,0,0,2,1,0,0,-2,3,2,0,0,0,3,0,0,0,1,0,-1,0,0,1,1,0,INTJ
5038,0,0,2,-3,3,-2,-3,0,0,0,-3,-1,3,1,-1,3,-3,0,-2,3,0,-2,0,0,1,1,0,0,1,0,-1,0,2,0,1,-2,0,1,-1,1,0,1,-2,0,2,0,2,1,-2,0,0,0,0,-1,1,0,0,1,0,1,ISFP
5039,0,0,0,0,-2,-2,-2,0,-1,0,-1,-1,3,2,2,-1,2,2,2,0,0,0,0,0,0,2,-3,0,1,-2,1,0,-1,0,1,2,-1,0,-3,2,-2,-2,-2,-1,0,0,0,0,1,-1,0,0,2,0,-1,0,0,-1,0,1,ISFP
5040,0,0,0,1,0,1,-1,0,1,0,-2,2,0,2,-2,-2,0,1,-1,0,0,1,0,0,1,1,1,-1,0,1,-2,1,0,0,-2,2,-1,-2,3,3,0,-2,1,0,2,0,-2,0,2,0,0,0,0,0,0,0,-1,2,-1,-2,ISFJ
5041,0,0,2,-3,-1,-3,0,0,2,0,0,0,0,0,-1,-1,0,-3,1,-2,1,3,-1,0,1,0,-1,0,0,3,2,0,2,0,-1,-1,-2,1,0,-2,-3,0,-1,0,-1,0,2,0,1,0,0,0,1,0,1,-1,0,0,-1,2,INFP
5042,-1,0,1,-3,0,-2,1,0,3,0,2,1,0,1,-2,-2,0,0,2,0,0,2,0,0,2,2,1,0,0,1,1,0,0,0,-2,-3,-2,1,-1,-2,-1,-1,0,1,1,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,-1,1,INFJ
5043,0,0,-2,0,-1,-2,-1,0,-1,0,-1,0,2,2,-1,0,0,1,-1,-2,0,0,0,0,2,1,0,0,0,-1,-2,0,-2,0,-2,1,-2,-3,2,1,2,-1,1,2,0,0,1,0,2,0,1,0,-1,0,-3,0,0,0,0,-2,ISFJ
5044,0,1,1,0,1,1,0,0,3,0,-2,2,1,0,-2,1,2,2,-2,-1,0,-1,0,0,3,1,0,0,-2,0,1,0,0,0,1,0,-1,0,2,1,-2,-1,1,1,0,0,-1,0,0,0,0,0,2,0,-2,0,0,3,0,-1,ESFJ
5045,1,0,-2,1,0,1,1,0,-2,-1,2,-2,1,0,0,1,-3,-3,1,-3,0,2,1,0,-2,0,1,0,0,-1,0,0,0,0,-1,3,-2,0,1,1,-2,-2,0,0,-2,-1,-2,0,0,0,0,0,-1,0,-1,0,0,0,-1,1,ESTP
5046,0,0,-2,2,-3,0,-1,1,-3,0,0,0,-1,-2,-2,2,0,0,1,0,0,-3,0,0,0,0,1,0,1,3,-1,0,0,0,1,0,0,2,0,1,2,2,1,1,-2,0,1,0,-1,0,0,-1,1,0,0,0,0,1,2,-2,ENTP
5047,-1,0,1,-2,-2,-2,1,0,0,-1,-1,0,0,2,-1,-1,-1,2,2,1,0,-1,0,0,0,1,-2,0,-1,0,0,0,-1,0,1,0,-2,-1,1,-1,2,-2,-1,1,-1,1,-2,0,-1,0,0,0,1,0,1,1,0,0,1,1,ISTJ
5048,0,0,1,1,-2,2,1,0,0,0,1,-1,2,-1,-2,0,0,0,-1,0,0,1,0,0,1,0,-2,0,-3,2,1,0,1,0,0,1,-1,0,0,2,0,2,0,2,-1,1,1,0,0,0,0,0,2,0,1,0,0,2,-1,-2,ENFP
5049,0,1,2,-1,-1,-2,0,0,1,0,-1,-1,-2,2,1,0,-3,2,-2,2,0,1,0,0,1,3,0,0,-1,1,-1,-1,0,0,0,-2,1,2,-2,3,-1,2,-1,1,0,0,1,0,-2,0,-1,0,-1,0,2,1,1,1,0,2,ISFP
5050,0,0,-1,-1,-2,2,0,0,1,0,0,0,2,0,0,0,2,-2,0,-1,0,2,0,1,2,-1,2,0,0,0,-2,0,3,0,-1,-2,1,-2,-1,-1,-3,-1,1,0,-1,0,-1,0,-1,0,0,0,2,1,1,0,1,0,3,-1,INFJ
5051,0,0,0,-2,-1,-1,-2,0,1,0,-1,-1,3,2,-2,1,2,0,2,2,0,-3,-1,0,0,-2,2,0,3,1,-2,-1,2,0,-1,-1,-1,2,1,-1,0,1,3,-1,3,0,2,0,1,0,-1,1,0,0,0,0,0,1,1,0,INFJ
5052,0,0,1,1,0,1,-3,0,-2,0,-2,2,1,0,-2,1,0,2,-1,-2,1,2,0,0,3,0,-1,0,0,1,-2,0,-1,0,0,1,-1,0,0,0,1,-1,1,2,1,0,0,1,0,1,-1,0,1,0,0,0,0,2,-1,0,ENFP
5053,0,0,-3,1,1,1,-1,0,1,-1,1,1,1,2,1,2,-2,-2,0,-1,0,-3,0,0,2,-3,1,0,0,0,-2,0,2,1,-2,0,0,-2,1,1,2,3,-3,2,-3,0,-1,0,-2,0,0,0,1,0,1,0,0,-3,3,-3,ISTJ
5054,0,0,0,-1,1,2,-1,1,-1,0,-1,-1,0,2,-2,1,1,2,-1,-1,0,-1,0,0,0,2,-3,0,-2,-3,-1,0,3,0,1,-2,-1,2,-2,2,1,1,2,3,0,0,1,0,0,1,0,0,1,0,-1,1,1,-1,-3,-2,ESFP
5055,0,0,2,-1,0,-2,-1,0,3,0,1,0,2,3,-1,-1,0,-3,1,0,0,3,0,1,0,0,-2,0,2,1,0,0,2,0,-2,-2,0,1,-1,-2,-3,-3,2,0,1,0,0,0,2,0,0,-1,-1,-1,1,0,0,0,-1,2,INFJ
5056,0,0,-2,1,1,3,-2,0,3,0,0,1,1,-2,-1,1,-1,0,-2,0,0,2,1,0,1,-1,-1,0,0,2,-1,1,0,0,0,-2,-2,3,1,1,1,0,2,-1,-2,0,-3,1,-1,0,0,0,2,0,0,0,0,1,2,-2,ENTJ
5057,0,-1,0,1,-1,2,-2,0,0,0,0,2,-2,1,2,-2,0,-2,0,2,0,1,-1,0,1,-1,-1,1,3,1,0,0,-1,0,-1,-2,0,-1,1,2,1,-1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,-3,-2,1,INTJ
5058,0,0,3,1,2,0,-1,0,1,1,1,1,3,-1,0,0,-1,3,-3,3,0,-1,0,0,2,-2,-3,0,-1,3,-1,0,1,0,0,0,-2,1,0,0,2,-1,0,1,0,0,-3,0,-1,0,0,0,0,0,0,0,0,1,1,2,ISFP
5059,0,0,0,1,0,1,0,0,0,0,2,0,-2,-1,2,0,2,2,1,0,0,2,0,0,0,-2,-1,0,1,-1,-1,0,1,0,-3,-1,3,2,1,-1,1,-1,-1,2,-1,0,1,0,0,0,0,0,-3,0,0,1,0,0,2,1,INFJ
5060,0,0,2,2,2,1,3,0,0,0,0,2,1,0,2,-2,0,0,0,1,0,-2,0,0,-3,0,-2,0,1,1,-3,0,0,0,-2,1,2,0,1,1,-1,-2,2,-1,-1,1,1,0,-2,0,1,0,3,0,2,0,0,2,0,-1,ENFJ
5061,0,0,0,0,-1,-3,0,0,2,0,-2,0,2,1,-1,3,-1,0,3,0,0,-3,0,0,-2,-3,3,0,0,2,-3,-1,3,0,3,1,1,1,1,-1,0,1,0,-1,-2,0,-1,0,1,0,0,0,2,0,1,0,0,1,1,1,INFJ
5062,0,0,-2,-1,1,1,-2,-1,-2,0,-2,2,-1,-2,0,2,2,2,1,2,1,-1,0,1,2,1,-3,1,1,2,1,0,3,0,-1,0,-3,-2,2,0,0,3,1,3,-2,0,-1,-1,1,0,0,0,-1,0,2,1,0,-1,-3,2,ENFP
5063,0,0,-1,1,1,-1,-1,0,-2,0,0,2,0,-1,3,3,1,2,1,-1,0,2,0,0,-1,1,1,1,-1,-1,1,0,1,0,1,1,1,-1,0,2,0,-3,-1,-2,1,0,1,0,0,0,0,0,0,0,-2,0,-1,0,1,2,ENFP
5064,0,0,0,0,0,1,-3,-1,-2,-1,2,2,0,1,-1,1,2,0,-1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,-1,-2,2,-1,2,3,-2,-1,0,2,0,0,2,0,2,0,-1,0,1,0,2,0,0,2,3,0,ENFJ
5065,-1,0,-3,-1,1,1,-1,0,0,0,-1,1,-1,-1,3,1,3,0,-1,-2,0,3,1,0,-2,-1,2,0,0,0,1,0,-2,0,1,2,2,0,1,1,0,1,-1,0,1,0,2,-1,2,0,0,0,0,0,-1,0,0,-1,1,-2,ENTJ
5066,0,0,1,0,-2,2,2,0,-2,0,1,1,-1,-2,-1,3,0,0,0,0,0,-2,0,0,1,2,2,0,-1,3,1,-1,1,-1,-1,2,1,-3,0,-1,0,-3,3,0,-1,0,0,0,1,0,0,0,2,0,2,0,0,1,0,-2,ESFP
5067,0,0,1,1,0,-1,-1,-1,2,0,0,2,2,0,-3,3,0,-2,2,-1,0,-1,0,0,-2,-1,0,0,-2,2,1,1,-3,0,0,0,0,-1,0,1,0,-1,0,2,-1,0,-2,0,0,1,0,1,-1,0,2,0,0,0,1,-1,ENTJ
5068,0,0,-1,1,-1,2,0,0,2,0,0,-1,-2,-2,2,0,1,2,0,1,0,1,0,0,0,-1,-2,0,1,2,1,0,1,0,-2,-2,2,1,1,1,2,-1,1,-1,2,0,1,0,1,0,0,0,-2,0,1,0,0,1,2,-1,ENFJ
5069,0,0,0,2,0,2,-2,0,0,0,-1,1,-2,-1,0,0,1,-1,1,-2,0,-2,0,0,2,0,2,0,1,0,2,0,-2,0,1,-1,2,0,2,1,-1,2,3,1,-1,0,1,0,0,1,0,0,1,-1,2,0,0,2,1,-2,ENTJ
5070,0,0,-2,0,1,-1,-1,-1,1,0,-1,-1,0,-2,-1,0,-1,2,2,2,0,-2,0,0,-1,2,-3,0,0,0,-1,0,-3,0,-1,1,2,0,2,2,0,-2,0,0,2,0,-1,0,0,0,0,0,-2,0,3,0,0,1,1,-1,ISTJ
5071,0,0,0,-1,0,-1,-1,0,-1,1,0,1,1,1,0,0,-1,-1,-2,1,-1,3,-1,0,-1,0,-1,1,-2,0,1,0,2,0,0,-3,1,-1,0,0,1,-1,2,-2,-1,0,1,0,1,0,0,-1,0,0,2,1,0,-2,2,1,ISTP
5072,0,0,2,0,3,1,-1,0,2,0,2,-1,0,3,-1,0,0,1,2,1,0,0,0,0,2,3,-1,1,-3,-1,-1,0,-3,0,2,0,2,1,1,-2,-1,-2,-1,-2,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,1,ESFP
5073,0,0,-1,2,-3,1,0,0,-3,0,2,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,-2,-1,0,0,3,0,0,-2,0,1,2,0,2,-1,3,1,2,1,1,1,0,-2,0,-1,0,0,1,2,0,0,0,0,2,-2,-2,ENTP
5074,0,-1,0,-3,-3,1,2,0,-3,0,-1,-1,2,-3,2,-2,1,-1,-2,0,-1,2,0,1,0,2,2,0,1,-1,-2,0,2,0,1,-3,1,1,-3,-1,-1,2,2,0,0,0,0,0,1,-1,0,0,1,-1,1,0,0,0,2,2,INFP
5075,0,0,-2,1,-1,0,0,0,1,0,-1,-1,0,3,0,1,-1,-2,3,1,0,0,0,0,1,-1,0,0,0,1,-1,0,-2,0,-2,-1,-1,2,1,2,0,1,-2,2,2,0,-1,0,-1,0,-1,0,0,0,2,0,0,0,1,0,INTJ
5076,0,0,-3,-1,-1,-1,-1,0,2,0,-2,1,0,1,1,1,3,2,2,-1,-1,0,0,0,1,-1,-1,0,0,-1,0,0,2,0,0,3,1,2,2,0,0,0,2,2,-2,0,0,0,0,0,1,0,-1,0,3,0,0,1,-1,1,ENFJ
5077,0,0,0,1,2,0,0,0,3,0,1,1,-1,0,-2,-1,2,2,-2,2,0,-2,0,0,1,0,-2,0,2,3,0,0,0,0,1,2,0,-2,-1,0,1,-2,-2,2,0,0,0,0,-2,0,0,0,1,0,2,0,0,2,-1,-2,ESFJ
5078,0,1,1,-1,2,3,-2,0,0,0,1,0,-1,-3,-2,-3,1,-2,0,1,0,-2,-1,0,1,1,-1,0,0,0,1,0,-2,0,2,1,2,0,3,2,-2,-3,2,-1,-1,0,1,0,-1,0,1,0,1,0,-3,0,0,0,2,-1,ESTP
5079,-1,0,-1,-1,-1,0,-1,1,2,0,-2,0,2,-2,-1,-1,-1,1,0,0,0,-2,0,-1,0,0,-1,0,1,1,-2,0,-1,0,1,2,2,3,2,0,-1,2,-1,-1,3,0,3,0,-1,0,0,-1,0,0,1,0,0,-1,0,-2,INFP
5080,0,-1,-3,-1,1,-3,2,0,-3,1,1,-3,2,-1,1,0,1,0,-2,-1,0,0,0,0,0,0,0,0,2,1,-1,0,-1,0,0,2,-1,2,3,0,-3,-1,-2,-1,-3,0,-3,0,2,0,0,0,0,0,-3,0,0,-2,-2,0,ISTJ
5081,0,0,3,-2,1,-2,1,0,1,0,1,-2,1,-2,0,3,0,2,-2,-2,0,-2,0,0,-2,-1,1,0,-1,-1,-2,0,-1,0,0,0,3,-1,-1,-1,-2,-1,-2,-3,2,0,-3,-1,0,0,0,0,-1,0,-2,1,0,0,1,1,ISTP
5082,0,-1,-2,-1,0,-2,1,0,1,0,-1,-1,-2,-1,2,0,3,-1,-3,-1,0,-3,-1,0,2,1,2,0,2,-1,-1,0,-1,0,1,-2,-1,0,0,-1,3,0,2,2,1,-1,2,0,-1,0,0,0,-1,-1,1,-1,0,1,-1,0,ISTJ
5083,0,1,1,-1,1,-1,0,0,0,1,-1,0,0,-1,-1,1,3,0,1,-1,0,2,0,1,2,1,2,0,3,0,-1,0,-1,0,2,1,2,-1,-2,-1,2,0,-1,-1,3,0,1,0,1,0,0,0,0,-1,0,0,0,0,3,0,ENFJ
5084,0,0,-1,-1,-3,2,-2,0,-2,0,0,2,1,0,-2,-1,0,-1,-1,0,0,-2,0,0,1,1,-1,0,0,0,-1,0,-1,0,0,-3,-3,3,1,1,1,1,-1,-2,1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,-3,-2,2,ISTP
5085,0,0,0,0,-3,-3,0,1,2,0,1,-1,1,-1,-1,2,2,-1,-1,0,0,0,0,0,2,-2,-2,0,1,-1,1,0,-2,0,-1,1,-1,-1,2,0,-3,1,1,3,-1,0,-1,0,-3,0,0,0,-1,0,-1,0,-1,0,0,-3,ISTJ
5086,0,0,-1,1,-1,-2,-1,0,-2,0,-2,0,-2,3,0,-1,1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,-2,1,0,0,0,-1,2,2,-2,0,0,-1,0,1,-2,-2,0,0,0,0,1,0,0,0,0,-2,0,0,-2,3,1,INTJ
5087,0,0,1,2,3,-1,-1,0,0,0,2,1,-1,0,0,-1,-3,0,2,-3,0,0,1,-1,-1,-1,-1,0,2,-3,1,0,0,0,-1,2,0,-2,0,0,-2,1,-1,-1,1,1,-2,0,-3,0,0,1,2,0,2,0,-1,0,-2,1,ESTP
5088,0,0,-2,1,2,3,1,1,1,1,-2,1,0,2,2,0,0,3,2,1,0,-1,0,0,1,0,0,0,1,0,-2,-1,0,0,-1,2,3,0,-1,0,0,-1,0,0,-1,0,-2,1,-1,0,0,0,1,0,2,0,0,-1,-2,-2,ENFJ
5089,0,0,-2,-1,-1,-1,-2,0,2,0,-1,1,2,1,0,1,2,-2,1,1,1,-2,0,0,2,1,2,0,1,2,-2,0,0,0,-3,-2,-1,3,0,-1,1,-1,-2,2,3,-1,1,0,1,0,0,0,-2,0,2,0,0,-1,-1,2,INTJ
5090,-1,0,0,0,0,0,-1,0,2,1,-2,-2,-2,1,1,3,0,1,0,0,0,-1,0,0,2,3,2,0,-2,-3,3,0,0,1,0,0,0,-1,0,2,2,-1,0,1,-1,0,-2,-1,0,-1,0,-1,-1,0,-3,0,0,2,-2,-1,ESTP
5091,0,0,-2,-1,1,0,1,0,2,0,-3,2,0,1,2,0,-1,-1,-2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-2,-2,-2,1,0,0,-1,0,-1,-1,0,-1,0,-2,0,0,0,3,0,0,0,0,3,2,2,ISTJ
5092,0,0,2,0,2,-2,-1,0,2,0,-1,-1,1,-1,-3,1,-1,2,0,1,0,0,1,0,-2,2,0,0,2,-1,2,1,-1,0,1,2,0,-3,0,1,0,-3,0,2,2,0,-2,0,1,0,0,0,0,0,1,0,-1,2,0,0,ESFJ
5093,0,0,1,-2,2,3,1,0,-1,0,1,1,-3,0,0,-1,1,-1,0,-1,1,-2,0,0,1,2,-1,0,-2,-1,-2,0,-1,0,2,-1,2,3,2,0,1,-1,-3,-1,1,0,-2,0,0,0,0,1,2,-1,1,0,0,2,-1,0,ENTP
5094,0,0,1,-2,1,2,0,-1,0,0,0,1,0,3,-2,-1,0,3,2,0,0,1,1,-1,0,2,-3,0,-2,1,-3,0,-2,0,2,-2,3,1,1,-3,-3,0,-2,0,1,0,0,0,1,0,0,-1,-1,0,3,1,-1,1,-1,1,INFP
5095,0,0,3,0,0,-2,0,0,1,0,2,-1,2,-3,-2,2,-1,2,0,-2,0,-2,0,0,-1,2,-3,0,2,-1,-3,0,-2,0,2,0,1,2,-2,-1,-2,0,-1,0,0,0,-1,0,2,0,-1,-1,2,0,0,0,0,0,-2,0,ISFP
5096,0,0,0,-2,1,-3,0,0,-1,0,0,-1,-2,0,3,-1,-1,0,-3,2,0,1,0,0,2,1,0,0,-2,-1,2,0,-1,0,1,0,-1,-1,-2,1,2,-2,0,2,-2,1,2,0,-1,0,0,0,0,0,-1,0,0,-1,-2,-1,ESTP
5097,0,-1,2,-1,2,-1,-3,0,0,0,-1,1,1,1,0,1,-3,0,0,3,0,-2,0,0,0,0,1,1,-2,-1,0,1,1,0,-1,-1,1,1,-2,3,0,1,0,-1,3,0,-2,0,-2,0,0,0,-2,0,3,0,0,3,0,0,ISFP
5098,1,0,1,0,1,0,0,0,-1,0,1,-1,0,1,-2,-1,0,-3,-2,1,-1,2,0,0,1,1,-1,0,0,-3,-1,0,2,0,-1,-2,1,2,-2,-1,2,-1,0,0,1,0,2,0,-2,0,0,0,0,0,2,0,0,1,0,3,ISFP
5099,0,0,-1,-3,0,0,0,0,1,0,3,-1,3,-3,-3,2,2,-1,-1,3,0,0,0,0,-2,0,-2,0,3,0,1,0,-2,0,2,3,0,3,0,0,0,-3,1,-2,1,0,0,0,1,0,1,0,2,-1,0,0,0,3,-1,1,ESTP
5100,0,0,-1,0,1,2,0,0,-1,0,0,1,0,-1,2,3,0,2,1,-2,0,1,0,0,0,1,2,0,1,0,-3,0,0,0,2,0,0,-2,-2,0,1,-1,1,-3,0,0,3,0,1,0,0,0,0,0,-3,0,0,-2,0,2,ENFP
5101,0,0,2,0,0,1,-1,0,2,0,2,0,-2,-1,0,0,0,3,-2,1,0,2,0,0,-2,0,-2,0,0,-1,-2,0,2,0,-2,0,0,3,0,-3,1,-2,-3,1,2,0,1,0,1,0,0,1,-2,0,2,0,0,0,2,-1,ISFJ
5102,0,0,-1,-3,3,-1,0,0,1,0,-1,0,-1,-1,1,0,1,3,-1,2,0,-1,0,0,1,0,0,0,0,-2,1,0,-2,0,1,0,-1,-1,-3,3,2,-3,-1,-1,-2,0,-2,0,-1,0,0,0,1,0,0,0,0,-2,-3,0,ESTP
5103,0,0,0,3,1,-1,0,0,-1,0,-1,2,1,-2,0,1,2,1,-2,-2,0,2,0,0,-1,-1,0,0,-1,-1,-1,0,-1,0,2,1,3,1,-3,0,0,0,-1,1,0,0,3,1,0,0,0,0,2,0,-2,1,0,0,-1,2,INFP
5104,0,0,-1,0,2,-1,-2,0,-1,0,1,0,-2,2,-1,3,0,3,0,-1,0,-1,0,0,0,1,-2,0,-1,-1,1,0,0,0,2,0,-3,1,-1,2,1,1,2,0,-1,0,2,0,-1,0,0,1,-2,0,-1,0,0,0,-1,-1,ESFP
5105,0,0,0,-1,0,3,-3,1,-2,0,1,3,-2,0,0,1,1,-1,0,-1,0,1,0,0,2,2,3,0,0,-1,2,-1,-1,0,-2,-2,3,-1,0,3,1,-2,0,-1,0,0,1,0,0,0,0,0,0,-1,1,0,0,1,3,0,ENTP
5106,0,0,1,-3,-1,-3,-1,0,-1,0,0,-1,1,-1,1,2,1,3,-1,3,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,0,0,1,1,0,-2,-2,-1,-1,-2,-3,0,-1,0,2,0,0,0,3,0,1,0,0,1,-2,-3,ISFP
5107,0,0,-1,-2,2,-1,2,0,-1,0,3,0,-1,-1,2,-3,0,0,-2,0,0,-1,-1,0,0,2,-2,1,2,1,-1,0,-1,0,0,0,-1,0,1,3,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,ESTJ
5108,0,0,2,0,1,1,-2,-1,-1,0,1,-2,2,-2,2,-2,-2,-1,-2,-2,0,-2,0,0,0,-2,2,0,1,2,1,0,-1,0,0,1,-1,0,1,0,2,2,-1,2,0,-1,2,1,-1,0,0,0,2,0,2,0,0,-1,-2,-2,ESFP
5109,0,1,1,-1,3,1,-2,1,-1,0,0,0,0,0,-1,1,-2,-2,1,1,0,-1,0,0,-2,1,-2,0,-2,0,0,0,0,0,3,-1,1,0,0,2,-1,-1,-1,0,1,0,1,0,-1,0,0,0,2,0,0,0,0,-1,0,0,ESTP
5110,0,0,0,2,0,0,-2,-1,1,0,1,-3,-2,-2,1,0,3,2,-2,1,0,2,0,0,-3,0,-2,0,-1,1,-1,0,2,1,-1,-1,1,-1,2,-3,2,-1,-2,2,1,0,0,0,1,0,-1,0,1,0,0,0,0,3,0,-1,INFJ
5111,0,0,-1,2,1,0,-2,0,-2,0,-3,3,2,0,-1,2,-3,2,-1,1,0,1,0,0,2,-1,1,0,-1,0,0,0,-2,0,1,0,-2,0,1,2,0,-2,0,0,1,0,-2,0,1,0,0,0,1,0,-3,0,0,1,-2,-2,ISFP
5112,0,0,0,-2,0,-1,-1,0,-3,-1,0,-1,2,3,0,-1,3,0,1,-2,0,1,0,0,2,1,-3,1,1,-3,1,0,-2,0,2,2,0,-1,-2,2,-1,0,-1,-1,0,0,1,1,0,0,0,0,2,0,-1,0,0,0,-1,2,ENFP
